actors/characters/alpha/animations/aerialramming.bcskla	0xee3cea8a	0xb6c
actors/characters/a[l-r]...UNKNOWN	0x8fd8b2b0	0x808d
actors/characters/arachnus/animations/attackenergywave1.bcskla	0xef95ae3	0xaaf0
actors/characters/arachnus/animations/attackenergywave2.bcskla	0x80765d00	0x799c
actors/characters/arachnus/animations/attackenergywaveend.bcskla	0x7dd903b2	0x3920
actors/characters/arachnus/animations/attackfiresplash.bcskla	0x424fd100	0x57a4
actors/characters/arachnus/animations/attackfiresplashend.bcskla	0x5ed92e99	0x3810
actors/characters/arachnus/animations/attackfiresplash[e-i]...UNKNOWN	0xdacd12a8	0x3a34
actors/characters/arachnus/animations/attackfiresplashinit.bcskla	0x81d0750c	0x8980
actors/characters/arachnus/animations/attackstompingjump.bcskla	0xd44c592e	0x5f04
actors/characters/arachnus/animations/crazy.bcskla	0x220952b3	0xdba0
actors/characters/arachnus/animations/crazyback.bcskla	0x646acdaa	0xdb88
actors/characters/arachnus/animations/death.bcskla	0xa98f8053	0x11fd8
actors/characters/arachnus/animations/[d-i]...UNKNOWN	0x6c49a466	0xa634
actors/characters/arachnus/animations/intro.bcskla	0xac593cc6	0x65c0
actors/characters/arachnus/animations/jump.bcskla	0x3575bb44	0xa330
actors/characters/arachnus/animations/jumpback.bcskla	0xd9b1bba6	0x8f20
actors/characters/arachnus/animations/mb2relax.bcskla	0x8309deb6	0x6098
actors/characters/arachnus/animations/mb2turn.bcskla	0xde41c195	0x6d44
actors/characters/arachnus/animations/relax.bcskla	0x25b875ea	0x301c
actors/characters/arachnus/animations/relax2mb.bcskla	0xb734cda9	0x4a9c
actors/characters/arachnus/animations/run.bcskla	0x3f2946d6	0x4704
actors/characters/arachnus/animations/runinit.bcskla	0x67a0fc9c	0x32b8
actors/characters/arachnus/animations/runtostomping.bcskla	0x8a8b2344	0x64d0
actors/characters/arachnus/animations/turn.bcskla	0xd3bdfa30	0x4e80
actors/characters/arachnus/animations/[t-w]...UNKNOWN	0x45ffbbf	0x941c
actors/characters/arachnus/animations/[t-w]...UNKNOWN	0x48f82a24	0x576c
actors/characters/arachnus/animations/walkback.bcskla	0xbedf75e5	0x570c
actors/characters/arachnus/cameras/death.bccam	0x67b12c1a	0x4814
actors/characters/arachnus/charclasses/arachnus.bmsad	0x69ddd335	0x9342
actors/characters/arachnus/collisions/arachnus.bmscd	0x3ee5ab7a	0x29f
actors/characters/arachnus/fx/arachnusashes.bcptl	0x86502f5e	0xc4c
actors/characters/arachnus/fx/arachnusdeath.bcptl	0xa4dc3d69	0xbdc
actors/characters/arachnus/fx/clawsglow.bcptl	0x53ce6b03	0x540
actors/characters/arachnus/[f-m]...UNKNOWN	0x121a068a	0x1120
actors/characters/arachnus/models/arachnus.bcmdl	0x49e25ed4	0x18928
actors/characters/arachnus/models/arachnusdisolve.bcmdl	0xfc33a530	0x7f8
actors/characters/arachnus/models/arachnusdisolve_color.bcmdl	0x90d14c6	0x1ae8
actors/characters/arachnus/[m-s]...UNKNOWN	0x783d014f	0x568b
actors/characters/arachnus/[m-s]...UNKNOWN	0x2a052ee8	0x568b
actors/characters/arachnus/[m-s]...UNKNOWN	0x8b4ffc73	0x808d
actors/characters/arachnus/scripts/arachnus.bmtre	0xc109c549	0x175
actors/characters/arachnus/scripts/arachnus.lc	0x28cfb33a	0x423
actors/characters/arachnusball/animations/accelerate.bcskla	0x88c2d90c	0x864
actors/characters/arachnusball/animations/attackstomping.bcskla	0x2ac5a573	0xb64
actors/characters/arachnusball/animations/[a-c]...UNKNOWN	0x4e502e34	0x480
actors/characters/arachnusball/animations/[a-c]...UNKNOWN	0x29a72359	0x544
actors/characters/arachnusball/animations/[a-c]...UNKNOWN	0xb6ad60b1	0x4f0
actors/characters/arachnusball/animations/[a-c]...UNKNOWN	0x40629355	0x2cc
actors/characters/arachnusball/animations/crash.bcskla	0x44f04c54	0x2dc
actors/characters/arachnusball/animations/crash[.-t]...UNKNOWN	0xc388d384	0x514
actors/characters/arachnusball/animations/crashturn2.bcskla	0xf6ecf6d2	0x478
actors/characters/arachnusball/animations/intro.bcskla	0xd612a5cf	0xa6c
actors/characters/arachnusball/animations/jump.bcskla	0x14b61acf	0x8c4
actors/characters/arachnusball/animations/jumpaccelerate.bcskla	0x8ef838c4	0x294
actors/characters/arachnusball/animations/jump[a-i]...UNKNOWN	0x97ed2918	0x718
actors/characters/arachnusball/animations/jumpini.bcskla	0xa97c4ed0	0x348
actors/characters/arachnusball/animations/mbintrorelax.bcskla	0x60e42bd8	0x15c
actors/characters/arachnusball/animations/relax.bcskla	0x5ff3ece3	0xbc
actors/characters/arachnusball/[a-c]...UNKNOWN	0x487c78e2	0x2a0
actors/characters/arachnusball/[a-c]...UNKNOWN	0xdd2e63ae	0x1c4
actors/characters/arachnusball/[a-c]...UNKNOWN	0x5b9fc83c	0xf4
actors/characters/arachnusball/[a-c]...UNKNOWN	0xf27e5bbb	0x4b8
actors/characters/arachnusball/[a-c]...UNKNOWN	0x693b8baf	0x144
actors/characters/arachnusball/[a-c]...UNKNOWN	0xf083e75b	0x144
actors/characters/arachnusball/charclasses/arachnusball.bmsad	0xf429b697	0x536b
actors/characters/arachnusball/collisions/arachnusball.bmscd	0x9ae871da	0xd3
actors/characters/arachnusball/[c-f]...UNKNOWN	0xcbd5e67d	0x7d8
actors/characters/arachnusball/[c-f]...UNKNOWN	0x1f171bcc	0x120c
actors/characters/arachnusball/fx/ballrammingtrail.bcptl	0x3f3dd45f	0xb20
actors/characters/arachnusball/fx/[b-f]...UNKNOWN	0x83554fb4	0xf74
actors/characters/arachnusball/fx/fall.bcptl	0x1b289a67	0x1378
actors/characters/arachnusball/models/arachnusball.bcmdl	0xbeb791a	0x2c1c
actors/characters/arachnusball/scripts/arachnusball.bmtre	0x541ce47c	0x1d5
actors/characters/arachnusball/scripts/arachnusball.lc	0xb8a70ee4	0x8c
actors/characters/a[r-u]...UNKNOWN	0x866e7b2b	0x1b54
actors/characters/autoad/animations/death.bcskla	0xf6eabc74	0x3b98
actors/characters/autoad/animations/leftangry.bcskla	0xd137dda7	0x181c
actors/characters/autoad/animations/leftattackshockwave.bcskla	0x917de0d8	0x4358
actors/characters/autoad/animations/leftbumped.bcskla	0xab3ede0f	0x1df8
actors/characters/autoad/animations/leftrelax.bcskla	0x2897e032	0xe7c
actors/characters/autoad/animations/leftwalk.bcskla	0xa07ccae	0x1944
actors/characters/autoad/animations/leftwalkdown.bcskla	0xd512b58f	0x5848
actors/characters/autoad/animations/rightangry.bcskla	0xc7a642d3	0x189c
actors/characters/autoad/animations/rightattackshockwave.bcskla	0x9cd7554e	0x4308
actors/characters/autoad/animations/rightbumped.bcskla	0xfc40fab5	0x1dc8
actors/characters/autoad/animations/rightrelax.bcskla	0x3e067f46	0xe7c
actors/characters/autoad/animations/rightwalk.bcskla	0xf757fd71	0x19f4
actors/characters/autoad/animations/rightwalkdown.bcskla	0xf73b4012	0x5978
actors/characters/autoad/animations/turnleft.bcskla	0xc1462037	0x17c0
actors/characters/autoad/animations/turnright.bcskla	0x1716703	0x1790
actors/characters/autoad/charclasses/autoad.bmsad	0x3a0aab1b	0x5ff6
actors/characters/autoad/collisions/autoad.bmscd	0x3a176d9b	0x9d
actors/characters/autoad/[c-f]...UNKNOWN	0x33b08312	0x1588
actors/characters/autoad/fx/dmgwave.bcptl	0xaae27429	0x2ff0
actors/characters/autoad/fx/[d-l]...UNKNOWN	0xe3f6e2a2	0x4598
actors/characters/autoad/fx/lightningspark_autoad.bcptl	0x150ba955	0x1e5c
actors/characters/autoad/models/autoad.bcmdl	0xd3eb8161	0x5420
actors/characters/autoad/[m-s]...UNKNOWN	0x2f63bacb	0xb89
actors/characters/autoad/scripts/autoad.bmtre	0xc7058103	0x8bb
actors/characters/autoad/scripts/autoad.lc	0xff7bf20e	0x86
actors/characters/autoadblack/charclasses/autoadblack.bmsad	0x83d33a23	0x60e8
actors/characters/autoadblack/models/autoadblack.bcmdl	0xc934ebf1	0x5424
actors/characters/aut[o-r]...UNKNOWN	0x4d920eca	0xb8e
actors/characters/aut[o-r]...UNKNOWN	0x934d0656	0x960
actors/characters/aut[o-r]...UNKNOWN	0x65baf5de	0x9e0
actors/characters/aut[o-r]...UNKNOWN	0x35b76144	0x2f24
actors/characters/aut[o-r]...UNKNOWN	0xdb05be1f	0xb88
actors/characters/autrack/animations/analogrelax.bcskla	0x71057974	0xbf8
actors/characters/autrack/animations/analogshot.bcskla	0xfb79dad8	0x1194
actors/characters/autrack/animations/close.bcskla	0xc8849abd	0xa20
actors/characters/autrack/animations/death.bcskla	0x26fc051c	0x13dc
actors/characters/autrack/animations/open.bcskla	0x66f9ed9f	0xa20
actors/characters/autrack/animations/relax.bcskla	0xaacbf0a5	0x2c0
actors/characters/autrack/animations/relaxopen.bcskla	0xe9492206	0x2c0
actors/characters/autrack/charclasses/autrack.bmsad	0x3966fb39	0x1dd5
actors/characters/autrack/collisions/autrack.bmscd	0xb94c1671	0x9b
actors/characters/autrack/[c-f]...UNKNOWN	0x4a638c3	0xed0
actors/characters/autrack/fx/explosion.bcptl	0x7980d30f	0x1514
actors/characters/autrack/fx/lightningspark.bcptl	0xd32c48a4	0x1c64
actors/characters/autrack/[f-m]...UNKNOWN	0xa36d470d	0x9c0
actors/characters/autrack/models/autrack.bcmdl	0xd08a2837	0x5e04
actors/characters/autrack/[m-s]...UNKNOWN	0xaecd1592	0x8dc
actors/characters/autrack/[m-s]...UNKNOWN	0xe908845d	0x2b8a
actors/characters/autrack/scripts/autrack.bmtre	0xcfbb50c4	0x216
actors/characters/autrack/scripts/autrack.lc	0x549c5b6f	0x120
actors/characters/[a-b]...UNKNOWN	0xe0d30b8f	0x1d12
actors/characters/[a-b]...UNKNOWN	0xb42c7d54	0x5e08
actors/characters/[a-b]...UNKNOWN	0x3130f736	0x2b8f
actors/characters/babyhatchling/animations/eat.bcskla	0x784c006c	0x12e8
actors/characters/babyhatchling/animations/eat2.bcskla	0x5886584b	0x11dc
actors/characters/babyhatchling/animations/eatlong.bcskla	0x998a74bc	0x209c
actors/characters/babyhatchling/animations/eatrun.bcskla	0x6419e3f6	0xa30
actors/characters/babyhatchling/animations/eatruninit.bcskla	0x3bde72a6	0x1640
actors/characters/babyhatchling/animations/e[a-s]...UNKNOWN	0x498f643e	0x1bfc
actors/characters/babyhatchling/animations/escapedrainedleft.bcskla	0x589750c7	0x2338
actors/characters/babyhatchling/animations/escapedrainedright.bcskla	0xbc55446f	0x2328
actors/characters/babyhatchling/animations/relax.bcskla	0xf20e3203	0x1400
actors/characters/babyhatchling/animations/relaxinteract.bcskla	0x4a3a5c8	0xa7c
actors/characters/babyhatchling/animations/relaxspecial0.bcskla	0xf3f2b48b	0x1070
actors/characters/babyhatchling/animations/relaxspecial1.bcskla	0x3f58b415	0x14b8
actors/characters/babyhatchling/animations/relaxspecial2.bcskla	0xb1d7b3f6	0x1c98
actors/characters/babyhatchling/animations/relaxspecial3.bcskla	0x7d7db368	0x1e38
actors/characters/babyhatchling/animations/relaxtrapped.bcskla	0x2e33eecf	0xb80
actors/characters/babyhatchling/animations/run.bcskla	0xa169a463	0x6a8
actors/characters/babyhatchling/animations/turn0l.bcskla	0x191a03a	0xc14
actors/characters/babyhatchling/animations/turn0r.bcskla	0x68a08323	0x1208
actors/characters/babyhatchling/animations/turn1l.bcskla	0x16eab479	0x15c8
actors/characters/babyhatchling/animations/turn1r.bcskla	0x7fdb9760	0x15d8
actors/characters/babyhatchling/charclasses/babyhatchling.bmsad	0x3a19817e	0x3492
actors/characters/babyhatchling/collisions/babyhatchling.bmscd	0x7e0e499d	0x94
actors/characters/babyhatchling/models/babyhatchling.bcmdl	0xc1025598	0x4b88
actors/characters/babyhatchling/models/babyhatchlingcutscene.bcmdl	0xfcf7a6e	0xec38
actors/characters/babyhatchling/models/babyhatchlingsmall.bcmdl	0xd23900f5	0xeeac
actors/characters/babyhatchling/models/hatchling_telecolor.bcmdl	0x2f21cddd	0x1ae4
actors/characters/babyhatchling/models/hatchling_teledisolve.bcmdl	0xb173a9e8	0x7f4
actors/characters/babyhatchling/[m-s]...UNKNOWN	0x2cbd0bd5	0xb96
actors/characters/babyhatchling/[m-s]...UNKNOWN	0x8616e326	0x1690
actors/characters/babyhatchling/[m-s]...UNKNOWN	0xd42ecc81	0x1690
actors/characters/babyhatchling/[m-s]...UNKNOWN	0x1cb31b1b	0x30a
actors/characters/babyhatchling/[m-s]...UNKNOWN	0x9cf7bb9a	0x808d
actors/characters/babyhatchling/scripts/babyhatchling.bmtre	0x85e0e9b2	0x64d
actors/characters/babyhatchling/scripts/babyhatchling.lc	0x45573a4c	0x8d
actors/characters/babyhatchlingcredits/animations/ridley2credits.bcskla	0x752ad3b6	0x6b4
actors/characters/babyhatchlingcredits/animations/samusbaby.bcskla	0xa4d467a8	0x7e0
actors/characters/babyhatchlingcredits/charclasses/babyhatchlingcredits.bmsad	0xcfb7eb1d	0x2e4
actors/characters/blobthrower/animations/attackblobthrow.bcskla	0xf7a8e5cc	0x1180
actors/characters/blobthrower/animations/attackblobthrowleft.bcskla	0x6213d3b2	0x1668
actors/characters/blobthrower/animations/attackblobthrowright.bcskla	0x9c00455f	0x1480
actors/characters/blobthrower/animations/[a-d]...UNKNOWN	0xa16db06c	0x6cc
actors/characters/blobthrower/animations/deathinit.bcskla	0x27846942	0x86fc
actors/characters/blobthrower/animations/grow.bcskla	0xb703dee8	0x1358
actors/characters/blobthrower/animations/impact.bcskla	0xda276b6b	0x1214
actors/characters/blobthrower/animations/relaxbottom.bcskla	0xec122a47	0x4e0
actors/characters/blobthrower/animations/relaxtop.bcskla	0x8a8db39c	0x108c
actors/characters/blobthrower/charclasses/blobthrower.bmsad	0xc9417b0a	0x2878
actors/characters/blobthrower/collisions/blobthrower.bmscd	0xa21847e7	0x196
actors/characters/blobthrower/fx/deathchimney.bcptl	0xfeee137b	0x2f90
actors/characters/blobthrower/fx/deathfloor.bcptl	0x4150cd7b	0x760
actors/characters/blobthrower/[f-m]...UNKNOWN	0xf90512f5	0xff4
actors/characters/blobthrower/models/blobthrower.bcmdl	0x28502a69	0xd358
actors/characters/blobthrower/[m-s]...UNKNOWN	0x8bf320cb	0x7f8
actors/characters/blobthrower/[m-s]...UNKNOWN	0x548972a7	0xab8d
actors/characters/blobthrower/[m-s]...UNKNOWN	0xfd31d538	0x2b8e
actors/characters/blobthrower/[m-s]...UNKNOWN	0x6754c77f	0xb91
actors/characters/blobthrower/scripts/blobthrower.bmtre	0xc0bd5305	0x484
actors/characters/blobthrower/scripts/blobthrower.lc	0x7dda404e	0x8b
actors/characters/chuteleech/animations/death.bcskla	0x6ef8822	0x19d0
actors/characters/chuteleech/animations/frozen.bcskla	0x6e393c07	0x4a4
actors/characters/chuteleech/animations/impact.bcskla	0x4be485c4	0x121c
actors/characters/chuteleech/animations/jumpleft.bcskla	0xbd78bf8a	0x39b4
actors/characters/chuteleech/animations/jumpright.bcskla	0xb4dd96ad	0x3944
actors/characters/chuteleech/animations/relax.bcskla	0x8ad87d9b	0x418
actors/characters/chuteleech/animations/spawn.bcskla	0x5e2cd19a	0x7c0
actors/characters/chuteleech/animations/spawnrelax.bcskla	0xc4156e1a	0x484
actors/characters/chuteleech/animations/unfreeze.bcskla	0xe427bb0	0xe3c
actors/characters/chuteleech/charclasses/chuteleech.bmsad	0x5697cf08	0x20d3
actors/characters/chuteleech/collisions/chuteleech.bmscd	0x79dd51f4	0xda
actors/characters/chuteleech/fx/spawn.bcptl	0xf78250c8	0xc44
actors/characters/chuteleech/models/chuteleech.bcmdl	0x14093cc7	0x6410
actors/characters/chuteleech/[m-s]...UNKNOWN	0xb8b780b0	0x168d
actors/characters/chuteleech/scripts/chuteleech.bmtre	0x84c36694	0x21a
actors/characters/chuteleech/scripts/chuteleech.lc	0xc2794e88	0x8a
actors/characters/drivel/animations/attackacidbombing.bcskla	0x8586421b	0x2a30
actors/characters/drivel/animations/attackacidbombingend.bcskla	0xf67ec102	0x1818
actors/characters/drivel/animations/attackacidbombingfast.bcskla	0xbdb8ff8b	0x1560
actors/characters/drivel/animations/attackswingcut.bcskla	0x3739f54a	0x1e28
actors/characters/drivel/animations/death.bcskla	0x2c188947	0x728
actors/characters/drivel/animations/deathinit.bcskla	0xba4ced4c	0x1374
actors/characters/drivel/animations/electrifiedloop.bcskla	0x690fac0a	0xde8
actors/characters/drivel/animations/frozen.bcskla	0x53cb5ed1	0x3a4
actors/characters/drivel/animations/leftpush.bcskla	0x27207869	0x1cc8
actors/characters/drivel/animations/pushend.bcskla	0x62bf4690	0x1cb4
actors/characters/drivel/animations/relax.bcskla	0xa02f7cfe	0x441c
actors/characters/drivel/animations/rightpush.bcskla	0x8d6d8be2	0x1b48
actors/characters/drivel/animations/scream.bcskla	0xdfaefcd	0x1c94
actors/characters/drivel/animations/unfreeze.bcskla	0x7a9c24af	0x1494
actors/characters/drivel/charclasses/drivel.bmsad	0x510ee444	0x5ef8
actors/characters/drivel/collisions/drivel.bmscd	0x34eb84d4	0x121
actors/characters/drivel/models/drivel.bcmdl	0xa2929ccf	0x3f70
actors/characters/drivel/[m-s]...UNKNOWN	0x95adb5d1	0x5689
actors/characters/drivel/scripts/drivel.bmtre	0x7b739946	0x774
actors/characters/drivel/scripts/drivel.lc	0xdeea08a5	0x241
actors/characters/drivelstronger/charclasses/drivelstronger.bmsad	0x8db1adea	0x6264
actors/characters/drivelstronger/models/drivelstronger.bcmdl	0xa6f54219	0x3f70
actors/characters/drivelstronger/[m-s]...UNKNOWN	0x980ad83e	0x2b8a
actors/characters/drivelstronger/scripts/drivelstronger.bmtre	0xe29d3dd0	0x5cc
actors/characters/drivelstronger/scripts/drivelstronger.lc	0x6d8f5ec5	0x249
actors/characters/fleechswarm/charclasses/fleechswarm.bmsad	0x8cd1e3	0x5d4
actors/characters/fleechswarm/collisions/fleechswarm.bmscd	0x7ebbcff	0x52
actors/characters/fleechswarm/fx/swarm.bcptl	0x46dc864	0x2060
actors/characters/fleechswarm/fx/swarmdeath.bcptl	0xf4862eb1	0x2144
actors/characters/fleechswarm/fx/swarmnervous.bcptl	0xfb711ea1	0xc3c
actors/characters/fleechswarm/[f-s]...UNKNOWN	0xbbb2d1ac	0x2b8f
actors/characters/fleechswarm/[f-s]...UNKNOWN	0xaff019d2	0x2b8e
actors/characters/fleechswarm/scripts/fleechswarm.bmtre	0xf3a5e4ba	0x25d
actors/characters/fleechswarm/scripts/fleechswarm.lc	0x53f14c61	0x8b
actors/characters/[f-g]...UNKNOWN	0x4116e294	0xccc
actors/characters/[f-g]...UNKNOWN	0x421fb2d6	0x9218
actors/characters/[f-g]...UNKNOWN	0x67afef91	0x3288
actors/characters/gamma/animations/aerialramming.bcskla	0xf34e1dac	0x1a90
actors/characters/gamma/animations/aerialrammingend.bcskla	0x9ef322f8	0x3a10
actors/characters/gamma/animations/aerialrammingendloop.bcskla	0xdb50498a	0x27a0
actors/characters/gamma/animations/aerialrammingendloopend.bcskla	0x86ebbdb1	0x2a8c
actors/characters/gamma/animations/aerialramming[e-i]...UNKNOWN	0x6f5cebb0	0x31a4
actors/characters/gamma/animations/aerialrammingimpactup.bcskla	0x36b22ad5	0x32d8
actors/characters/gamma/animations/aerialramminginit.bcskla	0xbba50ece	0x4b34
actors/characters/gamma/animations/aircrazy.bcskla	0xe0341892	0x33d0
actors/characters/gamma/animations/aircrazyend.bcskla	0x7da18616	0x29dc
actors/characters/gamma/animations/airdeath.bcskla	0x6bb2ca72	0xc918
actors/characters/gamma/animations/airdodge.bcskla	0x617c32d7	0x262c
actors/characters/gamma/animations/airrelax.bcskla	0xe7853fcb	0x3294
actors/characters/gamma/animations/airrelaxdown.bcskla	0xb9661b3b	0x3330
actors/characters/gamma/animations/airrelaxup.bcskla	0x7bc714fc	0x3180
actors/characters/gamma/animations/airstagger.bcskla	0xc103de11	0x3e48
actors/characters/gamma/animations/air[s-t]...UNKNOWN	0x39087c8c	0x2d7c
actors/characters/gamma/animations/airturn2.bcskla	0xf8cdfe4f	0x3534
actors/characters/gamma/animations/a[i-t]...UNKNOWN	0x223f51f3	0x2abc
actors/characters/gamma/animations/a[i-t]...UNKNOWN	0x2b2a0399	0x2ab0
actors/characters/gamma/animations/a[i-t]...UNKNOWN	0xdc3ea795	0x4b34
actors/characters/gamma/animations/attackdischarge.bcskla	0xaaa6e345	0x4c94
actors/characters/gamma/animations/attackdischargeair.bcskla	0xcb709ae8	0x56f4
actors/characters/gamma/animations/attackdischargeair45down.bcskla	0xaabf366b	0x6f04
actors/characters/gamma/animations/attackdischarge[a-e]...UNKNOWN	0x15190cfd	0x6e88
actors/characters/gamma/animations/attackdischarge[a-e]...UNKNOWN	0x3c43e315	0x6b40
actors/characters/gamma/animations/attackdischarge[a-e]...UNKNOWN	0x5cc314fb	0x2760
actors/characters/gamma/animations/attackdischarge[a-e]...UNKNOWN	0x226e6f42	0x5dc8
actors/characters/gamma/animations/attackdischargeend.bcskla	0x1c2e6ff7	0x22e8
actors/characters/gamma/animations/attackdischargeinit.bcskla	0x2b98ce12	0x75c4
actors/characters/gamma/animations/attack[d-e]...UNKNOWN	0xc3da1583	0x4918
actors/characters/gamma/animations/attack[d-e]...UNKNOWN	0x9259fe40	0x255c
actors/characters/gamma/animations/attack[d-e]...UNKNOWN	0x7e139fac	0x6c4c
actors/characters/gamma/animations/attackelectricmine.bcskla	0xb88aac72	0x7074
actors/characters/gamma/animations/attackelectricpulse.bcskla	0x10de0883	0xf488
actors/characters/gamma/animations/attackelectricpulseair.bcskla	0xbd06a389	0x8020
actors/characters/gamma/animations/attackelectrify.bcskla	0x741ef30a	0x5998
actors/characters/gamma/animations/attackelectrifyend.bcskla	0xe8908c3b	0x3918
actors/characters/gamma/animations/attackelectrifyinit.bcskla	0xb9befe6a	0x12ce4
